version,hemi,subject_id,pair,measure,value
v2.0.0,R,HC052,ses-01_ses-02,identifiability,0.016252072733110103
v2.0.0,R,HC053,ses-01_ses-02,identifiability,0.02470966104818108
v2.0.0,R,HC054,ses-01_ses-02,identifiability,0.02283032945349794
v2.0.0,R,HC055,ses-01_ses-02,identifiability,0.015855071832816803
v2.0.0,R,HC056,ses-01_ses-02,identifiability,0.044622454451067106
v2.0.0,R,HC062,ses-01_ses-02,identifiability,0.010043301804330513
v2.0.0,R,HC063,ses-01_ses-02,identifiability,0.012054648981935602
v2.0.0,R,HC065,ses-01_ses-02,identifiability,0.0185404273941975
v2.0.0,R,HC067,ses-01_ses-02,identifiability,0.03484181814711102
v2.0.0,R,HC068,ses-01_ses-02,identifiability,0.015668361151242496
v2.0.0,R,HC069,ses-01_ses-02,identifiability,0.03954902170876829
v2.0.0,R,HC071,ses-01_ses-02,identifiability,0.031882573784080465
v2.0.0,R,HC072,ses-01_ses-02,identifiability,0.019438066117011956
v2.0.0,R,HC076,ses-01_ses-02,identifiability,0.015966491975763646
v2.0.0,R,HC077,ses-01_ses-02,identifiability,0.021668272622311743
